id,town,rd_imp,latitude,longitude,Soil_Drainage_Class,Soil_Moisture,Soil_pH,Soil_Elec_Conductivity,Soil_Surface_Texture,Flooding_Frequency,Corrosion of concrete,Corrosion of steel,year_built,owner,inv_dt,cul_type,cul_matl,hdr_matl,height,width,length,oa_cond,alignment
a8df0a09-a86c-4708-a979-3aa905c7a567,WEATHERSFIELD,1,43.3797723,-72.47613519,,,,,,,,,2010,Town Highway,5/15/2014,Round,Steel Corrugated,Stone masonry,18,18,40,Good,No
fdbcabf6-3d37-413e-b9fc-3ae0d765daac,GOSHEN,2,43.90956943,-73.01846762,,,,,,,,,2020,Town Highway,6/9/2020,Round,Plastic Smooth,Concrete,18,18,50,Excellent,No
6b987547-31ca-400c-aeaf-3b28755c3d65,SPRINGFIELD,3,43.31267236,-72.50309034,,,,,,,,,2005,Town Highway,8/9/2016,Round,Plastic Smooth,Stone masonry,18,18,45,Excellent,No
334cd2f3-d48b-427a-b947-3b2f388eea50,NORTON,1,44.99840417,-71.74838928,,,,,,,,,2015,Town Highway,6/21/2006,Round,"Pipe, Plastic",Stone masonry,48,48,100,Good,No
75de0d0b-d632-444c-8d44-3b514a2b8356,WARREN,3,44.12247252,-72.81166669,,,,,,,,,2010,Town Highway,7/5/2018,Round,Steel Corrugated,Stone masonry,18,18,40,Good,No
b7120f26-3990-4888-ac85-3b6b80ae674e,READING,1,43.51991141,-72.55959555,,,,,,,,,2013,Town Highway,7/6/2016,Round,Steel Corrugated,Stone masonry,15,15,40,Good,No
bba6b500-da7e-4991-9e89-3bbdfaf5ca74,TINMOUTH,3,43.4569492,-73.021528,,,,,,,,,1964,Town Highway,6/4/2020,Round,Steel Corrugated,Stone masonry,15,15,40,Fair,No
7ff9872a-ef1b-4ad8-b35f-3bfdc77761e6,ANDOVER,1,43.29204461,-72.68330666,,,,,,,,,2004,Town Highway,9/1/2013,Round,Plastic Corrugated,Stone masonry,18,18,24,Good,No
5db6bf3b-ad3a-4220-bbba-3c3c1bca5a50,WAITSFIELD,2,44.20272799,-72.79923496,,,,,,,,,1990,Town Highway,9/15/2020,Round,Steel Corrugated,Concrete,36,36,45,Good,No
83deeba7-3b2f-4377-b242-3c5c8e173e4f,ANDOVER,2,43.24944406,-72.70674416,,,,,,,,,2010,Town Highway,9/1/2013,Round,Plastic Corrugated,Stone masonry,18,18,31,Good,No
558506ce-cd9f-444d-86d3-3c7c4cc3030f,TINMOUTH,3,43.44957124,-73.05048629,,,,,,,,,1970,Town Highway,5/28/2020,Ellipse/Squashed,Steel Corrugated,Concrete,18,30,40,Good,No
4abfa242-4061-4139-acb8-3c9148e51b20,CHARLOTTE,2,44.2913988,-73.15143149,,,,,,,,,2019,Town Highway,8/20/2019,Round,"Pipe, Metal",Rip-rap,18,18,40,Excellent,No
773ed548-2c29-4065-bbc6-3cb31b8b507a,WAITSFIELD,3,44.18397516,-72.81772843,,,,,,,,,1997,Town Highway,9/17/2020,Round,Plastic Corrugated,Stone masonry,32,32,60,Good,No
4b9b9b0d-2418-4b5d-9a55-3cb48be64ff0,UNDERHILL,1,44.61341498,-72.90386221,,,,,,,,,2015,Town Highway,8/14/2018,Round,Plastic Corrugated,Stone masonry,12,12,40,Fair,No
4a5ff801-d6d7-44b5-9b24-3cdd9a7fa551,WEATHERSFIELD,1,43.3818294,-72.46926962,,,,,,,,,2001,Town Highway,5/19/2014,Round,Steel Corrugated,Stone masonry,24,24,36,Good,No
bfaeaeae-f037-46f0-a33b-3d2fa52c6960,BOLTON,1,44.416396,-72.898566,,,,,,,,,2018,Town Highway,7/19/2018,Round,Plastic Corrugated,Stone masonry,30,30,55,Good,No
f12c9ff5-1e7b-451c-b7d1-3d3394088514,BRATTLEBORO,2,42.82549457,-72.58917259,,,,,,,,,2013,Town Highway,7/2/2013,Round,Plastic Corrugated,Concrete,18,18,40,Good,No
2e7a3653-4355-43f3-8b57-3d44956d36a3,READING,1,43.47871938,-72.6016097,,,,,,,,,2013,Town Highway,6/15/2016,Ellipse/Squashed,Steel Corrugated,Stone masonry,18,18,40,Excellent,No
e6d35f9d-23a3-4ef5-ac1e-3d5ee4f3499d,CHARLOTTE,1,44.30623223,-73.15384984,,,,,,,,,2014,Town Highway,6/2/2014,Round,Plastic Smooth,Stone masonry,15,15,60,Excellent,No
17cf1ce6-5d19-45a6-b0fa-3d67230dcc8d,UNDERHILL,3,44.52168005,-72.93452875,,,,,,,,,2014,Town Highway,7/31/2018,Round,Steel Corrugated,Rip-rap,18,18,40,Good,No
2e3e8d26-c40c-470a-9da2-3d6ec4f79ff2,WARREN,3,44.12165303,-72.81198572,,,,,,,,,2010,Town Highway,7/5/2018,Round,Steel Corrugated,Stone masonry,18,18,40,Good,No
bba7d7ac-cf5e-4d7e-9105-3de489431efc,SPRINGFIELD,1,43.30148691,-72.49623256,,,,,,,,,2019,Town Highway,8/10/2019,Round,Plastic Smooth,Stone masonry,18,18,30,Excellent,No
371d16c5-81a8-4933-9564-3e260eab6ad5,HALIFAX,1,42.82596269,-72.80126462,,,,,,,,,1980,Town Highway,6/8/2017,Round,Steel Corrugated,Stone masonry,48,48,36,Good,No
3382050a-fb64-4dcf-a0ea-3e474bfc1c3b,UNDERHILL,3,44.52124639,-72.93856335,,,,,,,,,2017,Town Highway,6/7/2018,Round,Steel Corrugated,Concrete,24,24,40,Excellent,No
937a9131-085c-4446-836b-3f4024f34cd4,ANDOVER,1,43.25984674,-72.75559162,,,,,,,,,1999,Town Highway,9/30/2014,Round,Plastic Corrugated,Stone masonry,18,18,40,Excellent,No
b6cdec03-c142-4346-b0e9-3fac7b12e824,ANDOVER,1,43.27621045,-72.70929313,,,,,,,,,2014,Town Highway,9/30/2014,Round,Steel Corrugated,Stone masonry,18,18,40,Good,No
2015cf87-f768-4fd4-86ce-3faf70c8b7a1,CHARLESTON,1,44.8348072,-72.02044745,,,,,,,,,2010,Town Highway,9/13/2020,Round,Plastic Smooth,Rip-rap,18,18,40,Excellent,No
a2434d16-a344-4dc5-8685-3fca5d712788,SPRINGFIELD,1,43.24572265,-72.53421633,,,,,,,,,2002,Town Highway,8/10/2016,Round,Plastic Smooth,Stone masonry,18,18,35,Good,No
c9990397-2407-43fc-9231-3fde8e648f3c,WILMINGTON,3,42.91789536,-72.88319023,,,,,,,,,2017,Town Highway,10/24/2018,Round,Plastic Smooth,Concrete,24,24,65,Excellent,Yes
6a2d4340-0264-4a4b-9883-3ff49f35c41d,ANDOVER,1,43.30227572,-72.72814914,,,,,,,,,1998,Town Highway,9/1/2013,Round,Plastic Corrugated,Stone masonry,36,36,60,Good,No
5a3decbc-0ce5-44f9-94dd-3ff7542c40fe,LONDONDERRY,1,43.18452403,-72.81697887,,,,,,,,,2013,Town Highway,10/29/2013,Round,Plastic Smooth,Stone masonry,18,18,35,Excellent,No
65959163-7b60-4268-9f68-4025c8797e7c,GROTON,1,44.22959433,-72.21593393,,,,,,,,,2016,Town Highway,1/26/2016,Round,Plastic Smooth,Rip-rap,18,18,35,Excellent,No
521e5a88-5834-4102-805f-402d84ea914b,LUDLOW,1,43.3997258,-72.72227689,,,,,,,,,2013,Town Highway,5/13/2014,Round,Plastic Corrugated,Stone masonry,15,15,40,Excellent,No
b6bab43f-5b4e-480e-af1e-40540fe10132,READING,1,43.50699412,-72.53161067,,,,,,,,,2019,Town Highway,2/13/2020,Round,Plastic Corrugated,Concrete,30,30,40,Good,No
b32784b9-8955-4a20-9dfa-408f601a6191,ANDOVER,1,43.30116465,-72.74292253,,,,,,,,,2017,Town Highway,10/8/2018,Ellipse/Squashed,Steel Corrugated,Stone masonry,38,57,30,Excellent,No
3b1753ef-7be5-4df1-9db4-413e160cb3d5,DERBY,1,44.89767281,-72.09738789,,,,,,,,,2018,Town Highway,9/27/2018,Round,Steel Corrugated,Stone masonry,18,18,40,Excellent,No
153a6ce1-ecdb-4005-a03e-414397dc4646,TINMOUTH,1,43.45358345,-73.08993432,,,,,,,,,1987,Town Highway,5/22/2020,Round,Plastic Smooth,Stone masonry,15,15,30,Good,No
31b2c485-f3b2-4942-815a-4144f9edd324,GROTON,1,44.23347612,-72.18281899,,,,,,,,,2012,Town Highway,6/22/2011,Round,Plastic Smooth,Rip-rap,18,18,30,Excellent,No
a1c185cb-34eb-443b-aa20-4177c904642e,TINMOUTH,1,43.47203109,-73.07419172,,,,,,,,,1977,"Private, (other than railroad)",5/20/2020,Round,Steel Corrugated,Stone masonry,15,15,25,Good,No
524751e8-8bbc-464a-967d-417b797450dc,LUDLOW,1,43.4000137,-72.72579781,,,,,,,,,2013,"Private, (other than railroad)",5/13/2014,Round,Plastic Corrugated,Stone masonry,18,18,30,Excellent,No
7dfba457-e256-4f2d-97bd-41d32633714e,LUDLOW,1,43.39829947,-72.73055389,,,,,,,,,2017,Town Highway,7/12/2017,Round,Plastic Corrugated,Stone masonry,24,24,40,Excellent,No
5821b276-0313-43b8-bd28-4200cff1e49f,GROTON,1,44.19570029,-72.24231672,,,,,,,,,2015,Town Highway,2/5/2016,Round,"Pipe, Plastic",Rip-rap,18,18,30,Good,No
607144b0-2017-48d9-a490-4246a41962f8,WILMINGTON,3,42.90383618,-72.88327354,,,,,,,,,2018,Town Highway,8/30/2018,Round,Plastic Smooth,Concrete,30,30,40,Excellent,No
b9a8bf5b-cc92-4266-990a-426b3ee2ecaf,ANDOVER,3,43.28460367,-72.74701118,,,,,,,,,2013,Town Highway,2/2/2015,Box,Concrete Poured,Concrete,48,72,55,Excellent,No
b8b96f8c-c577-46e4-b726-428d6ff23a2f,SPRINGFIELD,1,43.26212585,-72.5031132,,,,,,,,,2000,Town Highway,8/11/2016,Round,Plastic Smooth,Concrete,18,18,40,Good,No
0442e56f-ba29-4285-980b-432733df9e65,READING,1,43.52035549,-72.5446429,,,,,,,,,2019,Town Highway,2/13/2020,Round,Plastic Corrugated,Stone masonry,18,18,50,Good,No
76957ee4-668f-433c-ab1c-43533c97fc7a,SPRINGFIELD,1,43.32364282,-72.50192356,,,,,,,,,2016,Town Highway,8/8/2016,Round,Plastic Smooth,Stone masonry,18,18,28,Excellent,No
f5cccd8d-fb79-4e8c-a70e-4375b115e6c5,SPRINGFIELD,2,43.32468886,-72.41221205,,,,,,,,,2002,Town Highway,8/16/2016,Round,Plastic Smooth,Stone masonry,18,18,40,Good,No
34174164-1a93-482b-91e9-43ceb54bafeb,HALIFAX,2,42.82168727,-72.77848702,,,,,,,,,1985,Town Highway,6/14/2017,Round,Steel Corrugated,Stone masonry,48,48,40,Good,No
0c4fbac3-8324-4770-961b-43ec7571bd8e,READING,1,43.47331532,-72.60469588,,,,,,,,,2013,Town Highway,7/14/2016,Round,Steel Corrugated,Stone masonry,15,15,20,Excellent,No
2ce48077-607b-4ba4-af1e-43ffd4496ffd,SPRINGFIELD,1,43.32996567,-72.49649364,,,,,,,,,2016,Town Highway,8/8/2016,Round,Plastic Smooth,Stone masonry,18,18,30,Excellent,No
76215541-0836-4518-b091-44555731d52a,WARREN,1,44.13469762,-72.87680197,,,,,,,,,2017,Town Highway,10/5/2017,Round,Steel Corrugated,Stone masonry,24,24,44,Excellent,No
350c090c-a780-4523-a2c3-448bd83479a7,CORNWALL,3,43.91754915,-73.17702897,,,,,,,,,2004,Town Highway,6/5/2018,Round,Plastic Smooth,Rip-rap,36,36,40,Excellent,No
b823555b-ecbb-4a9e-ab7f-44b799262926,GROTON,1,44.19692559,-72.26813153,,,,,,,,,1988,Town Highway,5/26/2015,Round,Steel Corrugated,Concrete,54,54,30,Good,No
00d0ecde-b59a-4d20-bdb6-44babad38dea,READING,1,43.48567998,-72.60524364,,,,,,,,,2011,Town Highway,6/30/2016,Round,Plastic Corrugated,Concrete,15,15,30,Excellent,No
9036e6b8-f753-47d8-a6fa-44f33b269df5,SPRINGFIELD,1,43.32044831,-72.4667283,,,,,,,,,2018,Town Highway,6/26/2018,Round,Plastic Smooth,Stone masonry,18,18,50,Excellent,No
86d40070-e1c5-424a-9b69-44f6a616972e,STRATTON,3,43.10923296,-72.89611684,,,,,,,,,1976,Town Highway,10/12/2017,Round,Steel Corrugated,Concrete,100,100,70,Good,No
bf9dba91-8814-4b43-b228-45e417bf249f,READING,3,43.4685491,-72.57892195,,,,,,,,,1996,Town Highway,6/13/2016,Round,Steel Corrugated,Stone masonry,15,15,40,Good,No
bc582d50-416e-402d-b24a-465c741babef,CORNWALL,3,43.95880704,-73.25276312,,,,,,,,,2017,Town Highway,12/19/2017,Round,Plastic Smooth,Rip-rap,18,18,40,Excellent,No
5ed6f449-abb3-406d-b3b0-467a95b4cc90,SPRINGFIELD,1,43.26620692,-72.45353889,,,,,,,,,2000,Town Highway,8/15/2016,Round,Plastic Smooth,Stone masonry,24,24,50,Good,No
99e06bfc-3d42-4abe-a9e6-46b7389bab96,ANDOVER,2,43.27178626,-72.70338685,,,,,,,,,2005,Town Highway,9/1/2013,Round,Plastic Corrugated,Stone masonry,36,36,40,Good,No
7770f96d-b5c3-4725-b5da-46e810d7319d,TINMOUTH,1,43.46406344,-73.07801693,,,,,,,,,1990,Town Highway,5/21/2020,Ellipse/Squashed,Steel Corrugated,Concrete,48,72,50,Good,Yes
8a377fd5-4d21-41bb-81fb-4702cc354eab,ANDOVER,1,43.25531846,-72.73733872,,,,,,,,,2005,Town Highway,9/30/2014,Round,Steel Corrugated,Stone masonry,16,16,25,Fair,No
363a1606-5f82-49f3-8b5e-472c1b3690c6,ANDOVER,1,43.33167635,-72.72729196,,,,,,,,,2011,Town Highway,9/30/2014,Round,Plastic Corrugated,Stone masonry,24,24,40,Good,No
195ac6fb-9e4b-413d-ac09-473d75142ace,ANDOVER,2,43.32235144,-72.71222662,,,,,,,,,2009,Town Highway,9/1/2013,Round,Steel Corrugated,Stone masonry,18,18,50,Fair,No
1d47f777-5705-45ad-a5a5-47a35156e8d0,LUDLOW,1,43.33864939,-72.69723974,,,,,,,,,2016,Town Highway,6/6/2017,Round,Plastic Smooth,Stone masonry,18,18,33,Excellent,No
f2c26aac-1f1c-499e-b15e-47a99146e9b9,LUDLOW,1,43.39879731,-72.73035943,,,,,,,,,2000,Town Highway,7/15/2002,Round,"Pipe, Plastic",Stone masonry,24,24,42,Excellent,No
bffa9745-9d84-44a6-93c4-480ca67b7c77,WEATHERSFIELD,1,43.36108947,-72.42095773,,,,,,,,,2007,Town Highway,5/21/2014,Round,Steel Corrugated,Rip-rap,24,24,48,Good,No
c81e1aa4-9fa7-4ee0-a4d3-482e20254dac,ANDOVER,1,43.33125892,-72.72583374,,,,,,,,,2011,Town Highway,9/30/2014,Round,Plastic Corrugated,Stone masonry,18,18,40,Good,No
cc4deb13-a11a-4ba2-afb0-48337b4eca54,WINDSOR,3,43.47741181,-72.39726616,,,,,,,,,2015,Town Highway,10/11/2016,Ellipse/Squashed,Steel Corrugated,Concrete,32,36,200,Excellent,No
a2dd8499-ff5d-4baf-adde-483da5c13514,GOSHEN,2,43.91495415,-73.01781092,,,,,,,,,2009,Town Highway,6/30/2020,Round,Steel Corrugated,Stone masonry,30,30,40,Excellent,No
e9655c73-d814-456c-9525-4851902850ae,TINMOUTH,1,43.47633885,-73.07396061,,,,,,,,,1980,Town Highway,5/20/2020,Round,Plastic Smooth,Stone masonry,18,18,25,Good,No
872f0b00-7ead-4306-903b-4861cacd7cdd,WAITSFIELD,1,44.19148327,-72.79336448,,,,,,,,,1990,Town Highway,9/15/2020,Round,Plastic Corrugated,Stone masonry,18,18,50,Good,No
0a9ff197-17eb-4b79-9e2b-48659344da67,DERBY,1,44.89040011,-72.1046417,,,,,,,,,2020,Town Highway,6/9/2020,Round,Steel Corrugated,Rip-rap,18,18,40,Excellent,No
1dd424dd-c245-4496-97ac-489eefaf2f1a,GOSHEN,1,43.89130429,-73.02412963,,,,,,,,,2002,Town Highway,5/26/2020,Round,Plastic Smooth,Stone masonry,24,24,42,Good,No
fd4ab1b3-f7e9-4df5-9375-48a021108b78,JAY,1,44.94119381,-72.45664058,,,,,,,,,2015,Town Highway,7/27/2015,Round,Plastic Smooth,Rip-rap,15,15,100,Excellent,No
19fca9e8-32bd-4897-9ce0-48c8a7178ba5,GROTON,1,44.2399264,-72.23776751,,,,,,,,,2015,"Private, (other than railroad)",10/19/2015,Round,Plastic Smooth,Rip-rap,18,18,20,Excellent,No
fd9ac43a-5fce-4e43-a1fa-492991160443,TINMOUTH,3,43.47748472,-73.06619776,,,,,,,,,1994,Town Highway,5/18/2020,Round,Plastic Smooth,Stone masonry,18,18,50,Good,No
73edffd1-c329-47f5-b4bb-49310342baf0,WARREN,1,44.09369871,-72.83620887,,,,,,,,,2011,Town Highway,7/2/2018,Round,Steel Corrugated,Stone masonry,18,18,40,Good,No
3fe14f67-60e2-4e67-80cb-4a092d272743,WEATHERSFIELD,1,43.35610407,-72.44868416,,,,,,,,,2012,Town Highway,5/19/2014,Round,Plastic Corrugated,Concrete,18,18,52,Good,No
7dc76020-c990-43ff-999b-4a2b055446c8,GROTON,1,44.20554751,-72.18210559,,,,,,,,,1995,Town Highway,6/22/2011,Round,Plastic Smooth,Rip-rap,18,18,40,Good,No
c4b21621-cdf8-457f-9c02-4a86c8d2f770,GROTON,1,44.21812673,-72.24312992,,,,,,,,,2002,Town Highway,7/17/2013,Round,Plastic Smooth,Concrete,30,30,30,Excellent,No
d6890b78-abca-4bfe-8bba-4a90aeb690f5,GROTON,1,44.24245019,-72.18002902,,,,,,,,,2016,Town Highway,6/22/2011,Round,Steel Corrugated,Rip-rap,72,72,30,Good,No
0126f286-0ccd-4e24-9fe9-4ae978802be0,WEATHERSFIELD,1,43.4032678,-72.40688,,,,,,,,,2007,Town Highway,5/15/2014,Round,Plastic Corrugated,Stone masonry,18,18,40,Good,No
8a72506b-569c-4bb4-9abb-4b9782090166,WAITSFIELD,2,44.17056584,-72.79744967,,,,,,,,,1997,Town Highway,9/16/2020,Round,Steel Corrugated,Stone masonry,24,24,40,Fair,No
3e13a3c5-11ff-4719-b280-4c471f807691,READING,1,43.49777882,-72.5313434,,,,,,,,,2013,Town Highway,7/14/2016,Ellipse/Squashed,Steel Corrugated,Stone masonry,13,16,30,Good,No
b93c33b3-4fc0-4c7b-b1f3-4c698ca05f43,READING,1,43.50099941,-72.58721761,,,,,,,,,2013,Town Highway,7/6/2016,Round,Steel Corrugated,Stone masonry,18,18,30,Good,No
594c5f20-2c40-4294-8e05-4cc16fe5f22e,GOSHEN,2,43.87561812,-73.02543121,,,,,,,,,2015,Town Highway,8/2/2019,Round,Plastic Corrugated,Rip-rap,18,18,40,Good,No
f418362a-e720-4f3c-8af9-4d4b66255be4,SPRINGFIELD,1,43.27944654,-72.53996878,,,,,,,,,2001,Town Highway,8/10/2016,Round,Plastic Smooth,Stone masonry,18,18,40,Good,No
b0ce7429-f244-4cad-b9d8-4dbeb8c3b7b9,SPRINGFIELD,1,43.314449,-72.42881488,,,,,,,,,2019,Town Highway,6/16/2019,Round,Plastic Smooth,Stone masonry,15,15,33,Excellent,No
1f7b7a96-fb89-4ec6-960c-4df104071e41,ANDOVER,2,43.31367138,-72.70249204,,,,,,,,,2009,Town Highway,9/1/2013,Round,Steel Corrugated,Stone masonry,18,18,25,Good,No
4a465d20-939e-4d8f-a02f-4dfc1d2dd59c,ANDOVER,1,43.33191887,-72.72784779,,,,,,,,,2011,Town Highway,9/30/2014,Round,Plastic Corrugated,Stone masonry,24,24,31,Good,No
ad88ebe9-7049-4643-b825-4e03322ef75a,TINMOUTH,1,43.46315792,-73.08031655,,,,,,,,,1974,Town Highway,5/21/2020,Ellipse/Squashed,Steel Corrugated,Stone masonry,30,48,30,Good,No
af31a399-66fe-4d15-b487-4e166a93d0f5,READING,1,43.5521133,-72.61519857,,,,,,,,,2011,Town Highway,7/14/2016,Round,Plastic Corrugated,Stone masonry,15,15,30,Good,No
94f85ec0-5fc6-4dab-b95c-4e70f2a4d2ea,WARREN,1,44.107393,-72.85130025,,,,,,,,,2010,Town Highway,6/29/2018,Round,Steel Corrugated,Concrete,24,24,60,Poor,No
9d76c041-3313-42b2-97a4-4e89fadabf04,READING,1,43.46470269,-72.62171985,,,,,,,,,2015,Town Highway,6/29/2016,Round,Plastic Corrugated,Stone masonry,24,24,30,Excellent,No
85ffdca7-880c-48ec-ad77-4e90b68861e1,STRATTON,3,43.06103326,-72.96301196,,,,,,,,,2012,Town Highway,11/10/2016,Round,Steel Corrugated,Stone masonry,30,30,40,Excellent,No
ff8a0c2a-b7ed-4546-b071-4e9cd7ce7c88,GROTON,1,44.21892838,-72.26278914,,,,,,,,,2013,Town Highway,7/10/2013,Round,Steel Corrugated,Rip-rap,24,24,30,Excellent,No
07d59809-bf3e-4c56-a327-4fbae730a9b3,TINMOUTH,1,43.40031028,-73.03410353,,,,,,,,,1984,Town Highway,5/27/2020,Round,Steel Corrugated,Stone masonry,15,15,30,Good,No
13417c31-21bc-4533-8540-4fc91a422a02,BALTIMORE,1,43.3573611,-72.58029046,,,,,,,,,2009,Town Highway,6/17/2014,Round,Plastic Corrugated,Stone masonry,24,24,40,Good,No
d5e3bb76-0189-4c5b-ad9c-501b96f8f6ba,LUDLOW,1,43.39815649,-72.71067551,,,,,,,,,2011,"Private, (other than railroad)",7/19/2017,Round,Plastic Corrugated,Rip-rap,15,15,20,Good,No
b6f3dfa0-9e31-48aa-a7e4-503581b952e9,GOSHEN,1,43.8891039,-73.01688145,,,,,,,,,2012,Town Highway,11/3/2018,Round,Plastic Corrugated,Rip-rap,18,18,40,Good,No
48358b3c-5ff0-4cef-bda2-506066ae6b5e,BALTIMORE,2,43.34915262,-72.5527838,,,,,,,,,2016,"Private, (other than railroad)",3/23/2017,Round,Plastic Corrugated,Stone masonry,18,18,30,Excellent,No
64ab9c89-521e-4e10-9b4c-508203386f22,SPRINGFIELD,3,43.3183389,-72.50795836,,,,,,,,,2006,Town Highway,8/9/2016,Round,Plastic Smooth,Stone masonry,18,18,40,Good,No
befd23f9-d5df-493b-9699-51a8b0ca56c4,WILMINGTON,1,42.86372158,-72.87693242,,,,,,,,,2017,Town Highway,11/8/2018,Round,Plastic Smooth,Concrete,18,18,40,Excellent,No
831afecd-78b6-4a5b-a56f-51ec196083d6,READING,1,43.4774694,-72.57308635,,,,,,,,,2015,Town Highway,6/30/2016,Round,Plastic Corrugated,Stone masonry,15,15,30,Excellent,No
cf70b300-d34c-42e0-989e-51f206671e0f,GOSHEN,1,43.88887662,-73.01639499,,,,,,,,,2012,Town Highway,5/13/2020,Round,Plastic Corrugated,Stone masonry,18,18,40,Good,No
425c5c11-955d-43bb-9186-5202e1ce09d2,SPRINGFIELD,3,43.32791715,-72.52568772,,,,,,,,,2002,Town Highway,8/9/2016,Round,Plastic Smooth,Stone masonry,24,24,50,Good,No
f6ada6c2-ed27-40e7-b6bf-525c8b2f4d71,WINDSOR,2,43.51066013,-72.44125694,,,,,,,,,2007,Town Highway,10/11/2016,Round,Plastic Corrugated,Stone masonry,15,15,30,Good,No
d5234467-0bb3-4911-8449-531f93997eb7,CORNWALL,2,43.95689299,-73.23851049,,,,,,,,,1993,Town Highway,6/6/2018,Round,"Pipe, Plastic",Stone masonry,24,24,40,Excellent,No
5e3d039d-9cda-42a3-866a-53540d99c299,TINMOUTH,3,43.47345375,-73.05551476,,,,,,,,,1974,Town Highway,5/18/2020,Round,Steel Corrugated,Stone masonry,15,15,30,Poor,No
81938d16-57cf-444b-bd09-53b8f083471f,WEATHERSFIELD,1,43.3817138,-72.4681672,,,,,,,,,2001,Town Highway,5/19/2014,Round,Steel Corrugated,Stone masonry,36,36,40,Good,No
8b0cc636-5174-4b86-ae28-53d537eafc78,LUDLOW,1,43.3758139,-72.67508664,,,,,,,,,2013,Town Highway,5/13/2014,Round,Plastic Corrugated,Stone masonry,18,18,50,Excellent,No
24ee7899-8dba-46d4-85de-53fed4142ff0,UNDERHILL,1,44.58078809,-72.91592791,,,,,,,,,2014,Town Highway,8/7/2018,Round,Steel Corrugated,Concrete,30,30,50,Fair,No
223396cf-8a1f-4b1e-957d-5403886471a8,ANDOVER,1,43.30199504,-72.70155124,,,,,,,,,2007,Town Highway,9/1/2013,Round,Plastic Corrugated,Stone masonry,18,18,29,Good,No
8eb68970-c248-4f59-b37f-543cb4ef2efb,READING,1,43.55062013,-72.6142794,,,,,,,,,2011,Town Highway,7/14/2016,Round,Plastic Corrugated,Stone masonry,15,15,60,Poor,No
0ced1ae5-c7e7-49c7-aefa-5449966734f3,ANDOVER,1,43.28282491,-72.73573831,,,,,,,,,2011,Town Highway,9/1/2013,Round,Plastic Corrugated,Stone masonry,24,24,30,Good,No
f1a545ba-7e19-4992-a52b-54b00ad88bcf,WILMINGTON,3,42.9116403,-72.8783233,,,,,,,,,2017,Town Highway,10/24/2018,Round,Steel Corrugated,Concrete,59,81,80,Excellent,No
afdf39e3-fce6-44bb-8684-54c089464eed,ANDOVER,2,43.32723184,-72.72234574,,,,,,,,,2012,Town Highway,9/1/2013,Arch,Steel Corrugated,Stone masonry,18,18,30,Good,No
a60ac9d7-3f24-455e-a5af-54e829b706b6,READING,3,43.4683979,-72.57745249,,,,,,,,,1996,Town Highway,6/13/2016,Round,Plastic Corrugated,Stone masonry,15,15,50,Good,No
fe56beab-fdf9-4ece-bf78-552b13b75be3,ANDOVER,1,43.27742035,-72.70737919,,,,,,,,,2016,Town Highway,9/7/2016,Round,Steel Corrugated,Concrete,72,72,40,Excellent,No
3c38d63f-eb06-411f-9d20-552f2777f272,ANDOVER,1,43.32338537,-72.70688487,,,,,,,,,1998,Town Highway,9/1/2013,Round,Steel Corrugated,Stone masonry,36,36,40,Excellent,No
5ee09e55-c74b-42ed-bc96-553d3ccc7688,SPRINGFIELD,1,43.23744812,-72.53933604,,,,,,,,,2014,Town Highway,8/10/2016,Round,Plastic Smooth,Stone masonry,18,18,30,Good,No
9491e61b-9dd4-46fb-baaa-559df80694dc,STRATTON,3,43.05359167,-72.88341773,,,,,,,,,2008,Town Highway,11/18/2016,Round,Plastic Smooth,Stone masonry,24,24,48,Excellent,No
d9d88cde-dd60-4f09-93c3-560acd5cfad1,WILMINGTON,3,42.91925859,-72.88352467,,,,,,,,,2017,Town Highway,10/24/2018,Round,Plastic Smooth,Concrete,18,18,65,Excellent,No
8baae0db-d0d7-40f7-9dae-56444afdd6fa,SPRINGFIELD,1,43.33170796,-72.46098541,,,,,,,,,2003,Town Highway,8/23/2016,Round,Plastic Smooth,Stone masonry,15,15,30,Good,No
38aab9c1-b7cd-4d40-b499-5660fa319502,SPRINGFIELD,1,43.26120062,-72.53619333,,,,,,,,,2013,Town Highway,8/10/2016,Round,Plastic Smooth,Stone masonry,18,18,40,Good,No
8e24b39d-de14-4788-9388-56756735d2cb,WINDSOR,1,43.45832543,-72.39466926,,,,,,,,,2010,Town Highway,10/11/2016,Round,Plastic Corrugated,Stone masonry,15,15,35,Good,No
e5d4e813-aa1d-4ddf-855d-56a787f4811f,ANDOVER,2,43.32549054,-72.72042024,,,,,,,,,2002,Town Highway,9/1/2013,Round,Plastic Corrugated,Stone masonry,18,18,53,Excellent,No
894d3959-83ef-4a2d-b0e6-56dde093c7c0,WEATHERSFIELD,1,43.41162489,-72.48624024,,,,,,,,,2013,Town Highway,5/12/2014,Round,Steel Corrugated,Stone masonry,18,18,38,Good,No
804c7b91-f6d3-4a2c-ac99-56e32b4c82ef,GOSHEN,2,43.8906276,-73.01074751,,,,,,,,,2006,Town Highway,5/28/2020,Round,Plastic Smooth,Stone masonry,24,24,37,Good,No
6470a165-ca27-40cd-81b5-57aaf1689e26,WINDSOR,3,43.49459449,-72.40659968,,,,,,,,,2017,Town Highway,10/31/2017,Round,Steel Corrugated,Stone masonry,36,36,53,Excellent,No
